Target,Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Admission grade,Tuition fees up to date,Curricular units 2nd sem (evaluations),Previous qualification (grade),Age at enrollment,Curricular units 1st sem (evaluations),Course,Father's occupation,Mother's occupation,GDP,Unemployment rate,Application mode,Father's qualification,Inflation rate,Mother's qualification,Curricular units 2nd sem (enrolled),Curricular units 1st sem (enrolled),Scholarship holder,Application order,Debtor,Gender
Graduate,12.0,13.4173913,10.5,13.4173913,146.5,1.0,16.0,139.0,21.0,16.0,9500.0,8.0,9.0,0.32,7.6,43.0,37.0,2.6,38.0,10.0,10.0,0,3.0,0,0.0
Graduate,6.0,14.85714286,6.0,15.16666667,160.1,1.0,7.0,159.0,18.0,6.0,9773.0,6.0,0.0,0.32,7.6,1.0,26.0,2.6,34.0,6.0,6.0,0,1.0,0,0.0
Graduate,5.0,12.5,5.0,13.83333333,150.0,1.0,13.0,140.0,34.0,10.0,9003.0,5.0,5.0,-0.92,16.2,39.0,37.0,0.3,37.0,6.0,6.0,0,1.0,1,0.0
Graduate,4.0,14.8,5.0,13.33333333,135.8,1.0,7.0,140.0,18.0,6.0,9085.0,16.5,16.5,0.32,7.6,1.0,19.0,2.6,10.0,5.0,5.0,0,3.0,0,0.0
Enrolled,0.0,6.8750000049999995,0.0,7.3999999999999995,143.8,1.0,0.0,135.0,19.0,0.0,8378.5,2.0,9.0,-1.7,12.7,1.0,4.0,3.7,19.0,2.0,2.0,0,1.0,1,0.0
Dropout,3.0,10.66666667,3.0,11.66666667,116.8,1.0,11.0,121.0,18.0,11.0,9853.0,7.0,6.0,-3.12,9.4,1.0,19.0,-0.8,37.0,6.0,6.0,0,1.0,0,0.0
Graduate,6.0,13.42857143,5.0,15.0,113.9,1.0,9.0,124.0,19.0,12.0,9085.0,3.0,2.0,-0.92,16.2,1.0,19.0,0.3,3.0,6.0,6.0,0,3.5,0,0.0
Enrolled,7.0,13.24285714,7.0,13.24285714,118.0,1.0,8.0,131.0,18.0,8.0,9500.0,9.0,9.0,-1.7,12.7,1.0,37.0,3.7,37.0,8.0,8.0,1,3.0,0,0.0
Dropout,2.0,12.5,1.0,13.0,150.2,1.0,7.0,160.0,19.0,13.0,9130.0,9.0,2.0,-1.7,12.7,1.0,1.0,3.7,3.0,5.0,5.0,0,3.5,0,0.0
Graduate,7.0,12.05,6.0,13.075,115.1,1.0,10.0,120.0,19.0,8.0,9500.0,7.0,4.0,1.79,12.4,1.0,37.0,0.5,3.0,8.0,7.0,1,2.0,0,0.0
Graduate,6.0,13.66666667,6.0,13.5,131.3,1.0,9.0,140.0,18.0,6.0,9670.0,9.0,5.0,1.74,10.8,1.0,19.0,1.4,19.0,6.0,6.0,1,1.0,0,0.0
Graduate,6.0,12.33333333,5.0,11.8,120.0,1.0,8.0,120.0,23.0,8.0,9991.0,7.0,7.0,-3.12,9.4,44.0,37.0,-0.8,37.0,6.0,6.0,1,1.0,0,0.0
Enrolled,5.0,11.8,5.0,12.6,110.3,0.0,6.0,118.0,18.0,7.0,9254.0,9.0,9.0,2.02,11.1,17.0,37.0,0.6,19.0,6.0,6.0,0,2.0,0,0.0
Dropout,3.0,11.0,6.0,12.16666667,100.0,1.0,9.0,133.1,33.0,6.0,9853.0,16.5,16.5,0.32,7.6,43.0,22.0,2.6,19.0,6.0,6.0,0,1.0,0,0.0
Graduate,6.0,11.0,6.0,12.16666667,110.7,1.0,9.0,111.0,19.0,9.0,9238.0,9.0,9.0,3.51,8.9,17.0,38.0,1.4,19.0,6.0,6.0,0,2.0,0,0.0
Dropout,0.0,6.8750000049999995,0.0,7.3999999999999995,143.4,1.0,0.0,140.0,21.0,0.0,8378.5,7.0,7.0,-3.12,9.4,43.0,38.0,-0.8,37.0,2.0,2.0,0,3.0,0,0.0
Graduate,8.0,13.2,7.0,13.55714286,115.9,1.0,9.0,125.0,18.0,7.0,9500.0,9.0,9.0,1.79,12.4,1.0,19.0,0.5,19.0,8.0,7.0,0,3.5,0,0.0
Enrolled,4.0,11.8,4.0,12.25,145.0,1.0,8.0,133.1,21.0,6.0,9991.0,5.0,5.0,1.74,10.8,18.0,38.0,1.4,38.0,5.0,5.0,1,1.0,0,0.0
Graduate,6.0,13.5,6.0,14.33333333,140.9,1.0,6.0,136.0,19.0,6.0,9070.0,7.0,4.0,-3.12,9.4,17.0,38.0,-0.8,19.0,6.0,6.0,0,2.0,0,0.0
Graduate,4.0,11.75,4.0,10.5,108.4,1.0,8.0,115.0,20.0,10.0,9773.0,5.0,0.0,0.32,7.6,1.0,38.0,2.6,34.0,6.0,6.0,0,2.0,0,0.0
Dropout,0.0,6.8750000049999995,0.0,7.3999999999999995,114.3,1.0,8.0,116.0,20.0,8.0,9773.0,5.0,0.0,0.32,7.6,1.0,37.0,2.6,37.0,4.0,4.0,0,1.0,0,0.0
Enrolled,3.0,11.33333333,4.0,12.75,110.0,1.0,14.0,110.0,20.0,10.0,9853.0,7.0,7.0,1.74,10.8,18.0,37.0,1.4,19.0,6.0,6.0,0,3.5,0,0.0
Enrolled,4.0,11.0,0.0,7.3999999999999995,121.7,1.0,9.0,135.0,18.0,14.0,9238.0,7.0,4.0,0.32,7.6,1.0,38.0,2.6,38.0,6.0,6.0,1,1.0,0,0.0
Enrolled,1.0,14.0,1.0,14.0,123.7,1.0,10.0,131.0,18.0,10.0,9147.0,9.0,5.0,0.32,7.6,43.0,37.0,2.6,19.0,5.0,5.0,0,2.0,0,0.0
Graduate,8.0,15.0,7.0,14.09333333,116.5,1.0,8.0,124.0,20.0,9.0,9500.0,7.0,7.0,2.02,11.1,1.0,37.0,0.6,37.0,8.0,7.0,1,2.0,0,0.0
Graduate,6.0,13.16666667,6.0,13.33333333,155.0,1.0,8.0,162.5,21.0,6.0,9238.0,6.0,5.0,-3.12,9.4,1.0,37.0,-0.8,37.0,6.0,6.0,1,1.0,0,0.0
Graduate,7.0,12.07142857,7.0,12.07142857,129.3,1.0,12.0,137.0,19.0,12.0,9500.0,5.0,9.0,-1.7,12.7,43.0,19.0,3.7,38.0,8.0,8.0,0,1.0,0,0.0
Graduate,6.0,12.5,6.0,12.66666667,121.7,1.0,6.0,128.0,18.0,6.0,9254.0,9.0,7.0,1.79,12.4,1.0,1.0,0.5,19.0,6.0,6.0,1,3.0,0,0.0
Enrolled,5.0,12.0,6.0,12.125,148.2,1.0,16.0,133.1,27.0,11.0,9085.0,9.0,9.0,1.79,12.4,39.0,37.0,0.5,37.0,6.0,6.0,0,1.0,1,0.0
Graduate,7.0,13.2575,7.0,13.2,125.5,1.0,9.0,133.1,21.0,9.0,9500.0,9.0,7.0,-4.06,15.5,1.0,38.0,2.8,19.0,8.0,7.0,1,2.0,0,0.0
Graduate,8.0,14.51125,7.0,14.15,131.9,1.0,8.0,148.0,18.0,8.0,9500.0,7.0,4.0,-4.06,15.5,17.0,19.0,2.8,3.0,8.0,7.0,1,3.5,0,0.0
Enrolled,3.0,10.66666667,4.0,13.5,121.8,1.0,14.0,127.0,18.0,12.0,9853.0,7.0,5.0,1.74,10.8,17.0,37.0,1.4,38.0,6.0,6.0,0,1.0,1,0.0
Dropout,0.0,6.8750000049999995,0.0,7.3999999999999995,107.7,0.0,10.0,110.0,28.0,0.0,9853.0,9.0,9.0,1.74,10.8,43.0,37.0,1.4,37.0,5.0,6.0,0,1.0,1,0.0
Dropout,3.0,11.4,5.0,12.2,115.5,1.0,14.0,133.1,34.0,13.0,9556.0,2.0,2.0,2.02,11.1,39.0,40.0,0.6,44.0,7.0,7.0,0,1.0,0,0.0
Graduate,5.0,14.0,5.0,14.8,139.8,1.0,6.0,145.0,20.0,6.0,9085.0,10.0,9.0,-1.7,12.7,1.0,38.0,3.7,38.0,5.0,5.0,0,1.0,0,0.0
Graduate,5.0,11.4,5.0,11.0,133.2,1.0,13.0,136.0,19.0,8.0,9238.0,7.0,0.0,0.32,7.6,1.0,38.0,2.6,38.0,6.0,6.0,0,1.0,0,0.0
Enrolled,0.0,6.8750000049999995,0.0,7.3999999999999995,118.4,1.0,10.0,131.0,20.0,10.0,9991.0,9.0,9.0,0.32,7.6,1.0,37.0,2.6,19.0,5.0,5.0,0,1.0,0,0.0
Enrolled,4.0,11.75,3.0,14.0,123.3,1.0,10.0,138.0,19.0,15.0,9085.0,7.0,9.0,-3.12,9.4,17.0,37.0,-0.8,37.0,5.0,5.0,0,2.0,0,0.0
Graduate,6.0,13.0,5.0,11.83333333,134.5,1.0,6.0,150.0,28.0,8.0,8378.5,7.0,3.0,-0.92,16.2,39.0,38.0,0.3,37.0,6.0,6.0,0,1.0,0,0.0
Graduate,5.0,11.8,4.0,11.75,110.6,1.0,7.0,112.0,20.0,7.0,9670.0,0.0,7.0,0.32,7.6,1.0,1.0,2.6,37.0,5.0,5.0,0,1.0,0,0.0
Graduate,8.0,12.0,10.5,12.33333333,154.0,1.0,16.0,154.0,28.0,16.0,9254.0,1.0,1.0,-3.12,9.4,42.0,37.0,-0.8,38.0,10.0,10.0,0,1.0,0,0.0
Dropout,6.0,11.83333333,3.0,11.66666667,160.0,1.0,16.0,160.0,24.0,16.0,9991.0,9.0,9.0,-3.12,9.4,43.0,37.0,-0.8,37.0,10.0,10.0,0,1.0,0,0.0
Enrolled,4.0,11.5,6.0,12.66666667,140.0,1.0,10.0,140.0,20.0,9.0,9085.0,9.0,3.0,0.79,13.9,44.0,39.0,-0.3,1.0,6.0,6.0,0,1.0,0,0.0
Enrolled,5.0,11.6,4.0,12.25,132.5,1.0,8.0,150.0,22.0,9.0,9853.0,6.0,5.0,1.74,10.8,17.0,37.0,1.4,37.0,6.0,6.0,0,2.0,0,0.0
Graduate,4.0,13.5,6.0,11.28571429,127.7,1.0,9.0,141.0,18.0,7.0,9254.0,4.0,4.0,-0.92,16.2,17.0,4.0,0.3,1.0,6.0,6.0,1,2.0,0,0.0
Dropout,0.0,6.8750000049999995,2.0,11.5,117.5,0.0,12.0,122.0,22.0,12.0,9147.0,9.0,9.0,-1.7,12.7,1.0,38.0,3.7,38.0,5.0,5.0,0,3.5,1,0.0
Graduate,4.0,12.25,6.0,11.66666667,127.0,1.0,10.0,120.0,18.0,10.0,9254.0,7.0,9.0,-3.12,9.4,1.0,37.0,-0.8,37.0,6.0,6.0,1,3.5,0,0.0
Graduate,7.0,13.51428571,7.0,13.51428571,125.5,1.0,8.0,139.0,21.0,8.0,9500.0,5.0,5.0,-1.7,12.7,1.0,37.0,3.7,19.0,8.0,8.0,1,1.0,0,0.0
Graduate,6.0,13.71428571,6.0,13.0,140.5,1.0,9.0,138.0,19.0,7.0,9773.0,2.0,4.0,0.32,7.6,17.0,1.0,2.6,1.0,6.0,6.0,0,3.5,0,0.0
Enrolled,4.0,10.25,3.0,15.0,118.3,1.0,11.0,119.0,22.0,11.0,9853.0,8.0,5.0,-3.12,9.4,5.0,38.0,-0.8,1.0,6.0,6.0,0,1.0,0,0.0
Graduate,7.0,12.74428571,7.0,12.74428571,120.8,1.0,8.0,129.0,20.0,8.0,9500.0,5.0,5.0,1.74,10.8,1.0,38.0,1.4,38.0,8.0,8.0,1,1.0,0,0.0
Graduate,5.0,11.8,4.0,11.75,95.0,1.0,8.0,133.1,20.0,10.0,9147.0,16.5,16.5,2.02,11.1,1.0,37.0,0.6,37.0,5.0,5.0,0,1.0,0,0.0
Graduate,6.0,11.66666667,6.0,12.16666667,122.2,1.0,7.0,125.0,19.0,6.0,8378.5,6.0,5.0,1.74,10.8,17.0,37.0,1.4,37.0,6.0,6.0,0,1.0,1,0.0
Enrolled,0.0,6.8750000049999995,0.0,7.3999999999999995,143.9,1.0,0.0,125.0,20.0,0.0,8378.5,3.0,7.0,-4.06,15.5,17.0,1.0,2.8,1.0,2.0,2.0,0,1.0,0,0.0
Graduate,6.0,12.375,5.0,13.4,127.2,1.0,9.0,137.0,20.0,9.0,9070.0,9.0,9.0,0.79,13.9,1.0,38.0,-0.3,19.0,6.0,6.0,1,2.0,0,0.0
Dropout,4.0,11.5,5.0,11.8,120.2,1.0,10.0,123.0,20.0,9.0,9238.0,7.0,0.0,0.32,7.6,1.0,38.0,2.6,34.0,6.0,6.0,0,1.0,0,0.0
Graduate,6.0,13.53333333,6.0,13.53333333,134.8,1.0,7.0,154.0,19.0,7.0,9500.0,9.0,4.0,0.32,7.6,1.0,37.0,2.6,1.0,7.0,7.0,0,3.0,0,0.0
Graduate,4.0,14.0,6.0,14.16666667,142.6,1.0,10.0,144.0,18.0,7.0,9254.0,9.0,9.0,-4.06,15.5,1.0,19.0,2.8,19.0,6.0,6.0,1,1.0,0,0.0
Graduate,8.0,14.75555556,7.0,14.65285714,147.9,1.0,9.0,153.0,18.0,7.0,9500.0,8.0,7.0,1.79,12.4,1.0,37.0,0.5,38.0,8.0,7.0,1,1.0,0,0.0
Dropout,0.0,6.8750000049999995,0.0,7.3999999999999995,160.15000000000003,0.0,0.0,152.0,19.0,0.0,8378.5,9.0,4.0,0.32,7.6,1.0,38.0,2.6,1.0,2.0,2.0,0,1.0,0,0.0
Graduate,5.0,13.0,5.0,13.6,134.6,1.0,7.0,150.0,20.0,5.0,9147.0,9.0,9.0,-3.12,9.4,1.0,37.0,-0.8,37.0,5.0,5.0,0,1.0,0,1.0
Graduate,4.0,13.25,6.0,12.83333333,121.0,1.0,6.0,129.0,22.0,9.0,9254.0,7.0,3.0,-0.92,16.2,1.0,1.0,0.3,19.0,6.0,6.0,1,1.0,0,0.0
Graduate,6.0,15.16666667,6.0,14.66666667,142.7,1.0,6.0,150.0,18.0,6.0,9238.0,4.0,5.0,-3.12,9.4,1.0,37.0,-0.8,19.0,6.0,6.0,1,1.0,0,0.0
Graduate,6.0,14.66666667,6.0,13.33333333,115.6,1.0,6.0,125.0,19.0,6.0,9773.0,8.0,4.0,1.79,12.4,17.0,1.0,0.5,1.0,6.0,6.0,0,2.0,0,0.0
Graduate,5.0,11.4,5.0,13.4,130.0,0.0,9.0,133.1,20.0,10.0,9238.0,9.0,9.0,1.74,10.8,1.0,37.0,1.4,19.0,6.0,6.0,1,1.0,0,0.0
Graduate,8.0,15.6375,7.0,13.3125,124.3,1.0,8.0,140.0,19.0,9.0,9500.0,6.0,5.0,0.79,13.9,1.0,37.0,-0.3,38.0,8.0,7.0,1,2.0,0,0.0
Dropout,0.0,6.8750000049999995,0.0,7.3999999999999995,137.9,0.0,0.0,140.0,18.0,0.0,8378.5,6.0,5.0,3.51,8.9,1.0,37.0,1.4,19.0,2.0,2.0,0,1.0,1,0.0
Dropout,0.0,6.8750000049999995,0.0,7.3999999999999995,100.0,0.0,5.0,133.1,20.0,4.0,9773.0,3.0,3.0,1.79,12.4,1.0,37.0,0.5,1.0,5.0,4.0,0,3.5,1,0.0
Graduate,6.0,13.5,6.0,12.33333333,128.2,1.0,6.0,132.0,19.0,7.0,9773.0,3.0,9.0,-3.12,9.4,1.0,2.0,-0.8,1.0,6.0,6.0,1,2.0,0,0.0
Enrolled,6.0,13.33333333,6.0,13.5,135.0,1.0,6.0,135.0,18.0,6.0,9773.0,7.0,5.0,1.79,12.4,17.0,19.0,0.5,1.0,6.0,6.0,0,3.0,0,0.0
Graduate,6.0,11.83333333,5.0,13.0,121.0,1.0,7.0,135.0,18.0,8.0,9238.0,9.0,9.0,1.74,10.8,16.0,37.0,1.4,37.0,6.0,6.0,0,3.5,0,0.0
Dropout,0.0,6.8750000049999995,2.0,12.5,147.0,1.0,5.0,133.1,22.0,6.0,9670.0,4.0,0.0,-3.12,9.4,1.0,38.0,-0.8,34.0,5.0,5.0,0,1.0,0,0.0
Graduate,6.0,16.0,6.0,17.0,149.5,1.0,11.0,162.5,18.0,10.0,9238.0,9.0,9.0,1.79,12.4,1.0,37.0,0.5,37.0,6.0,6.0,0,1.0,0,0.0
Graduate,6.0,13.0,6.0,13.5,144.4,1.0,6.0,143.0,20.0,7.0,9238.0,9.0,9.0,1.74,10.8,1.0,1.0,1.4,19.0,6.0,6.0,0,1.0,0,0.0
Graduate,6.0,11.83333333,6.0,12.71428571,116.0,1.0,6.0,116.0,19.0,7.0,9254.0,5.0,5.0,3.51,8.9,17.0,38.0,1.4,19.0,6.0,6.0,0,2.0,0,0.0
Graduate,8.0,13.92727273,6.0,13.0,120.7,1.0,11.0,134.0,19.0,9.0,9500.0,8.0,5.0,-0.92,16.2,43.0,19.0,0.3,38.0,8.0,7.0,1,1.0,0,0.0
Graduate,6.0,13.5,6.0,12.57142857,141.8,1.0,6.0,140.0,21.0,7.0,9238.0,0.0,5.0,1.79,12.4,44.0,19.0,0.5,38.0,6.0,6.0,0,1.0,0,0.0
Dropout,6.0,11.5,4.0,11.5,119.7,1.0,11.0,133.0,19.0,10.0,8378.5,5.0,5.0,-3.12,9.4,17.0,1.0,-0.8,19.0,6.0,6.0,1,2.0,0,0.0
Graduate,6.0,13.28571429,6.0,13.5,118.4,1.0,7.0,125.0,19.0,6.0,9238.0,4.0,7.0,2.02,11.1,1.0,1.0,0.6,38.0,6.0,6.0,1,3.5,0,0.0
Enrolled,5.0,13.0,5.0,13.6,134.5,1.0,7.0,133.1,34.0,8.0,8378.5,4.0,5.0,-4.06,15.5,39.0,37.0,2.8,37.0,6.0,6.0,0,1.0,0,0.0
Dropout,0.0,6.8750000049999995,1.0,12.0,128.2,0.0,5.0,133.1,28.0,14.0,9085.0,5.0,16.5,-3.12,9.4,39.0,36.0,-0.8,36.0,5.0,5.0,1,1.0,0,0.0
Graduate,8.0,14.7375,7.0,14.95,115.0,1.0,8.0,137.0,28.0,8.0,9500.0,2.0,2.0,0.79,13.9,43.0,3.0,-0.3,3.0,8.0,7.0,0,1.0,0,0.0
Enrolled,4.0,12.0,4.0,11.25,130.0,1.0,9.0,140.0,25.0,10.0,9991.0,5.0,9.0,-1.7,12.7,39.0,19.0,3.7,38.0,5.0,5.0,0,1.0,1,0.0
Dropout,4.0,12.25,3.0,10.66666667,120.7,0.0,6.0,134.0,19.0,13.0,9670.0,4.0,4.0,-4.06,15.5,43.0,38.0,2.8,1.0,6.0,6.0,0,1.0,1,0.0
Graduate,7.0,14.99285714,7.0,14.99285714,130.5,1.0,8.0,139.0,19.0,8.0,9500.0,5.0,9.0,1.74,10.8,1.0,38.0,1.4,38.0,8.0,8.0,0,3.5,0,0.0
Enrolled,4.0,11.25,3.0,10.5,107.4,1.0,10.0,113.0,20.0,12.0,9147.0,5.0,9.0,1.79,12.4,1.0,38.0,0.5,38.0,5.0,5.0,0,2.0,0,1.0
Enrolled,3.0,11.0,4.0,11.25,100.0,1.0,7.0,133.1,22.0,6.0,9238.0,9.0,9.0,3.51,8.9,1.0,1.0,1.4,1.0,6.0,6.0,0,3.0,0,1.0
Graduate,6.0,14.0,6.0,12.33333333,125.0,1.0,7.0,132.0,20.0,6.0,9773.0,9.0,9.0,1.79,12.4,43.0,19.0,0.5,38.0,6.0,6.0,1,1.0,0,1.0
Enrolled,6.0,13.01666667,6.0,13.01666667,121.5,1.0,7.0,127.0,20.0,7.0,9500.0,7.0,7.0,0.32,7.6,1.0,37.0,2.6,19.0,7.0,7.0,0,3.5,0,1.0
Dropout,2.0,11.5,3.0,11.33333333,127.2,0.0,8.0,123.0,20.0,7.0,9085.0,16.5,4.0,0.32,7.6,1.0,19.0,2.6,38.0,5.0,5.0,0,1.0,1,1.0
Graduate,6.0,14.66666667,6.0,16.14285714,160.0,1.0,7.0,130.0,27.0,7.0,9085.0,2.0,3.0,0.79,13.9,39.0,2.0,-0.3,3.0,6.0,6.0,0,1.0,0,0.0
Graduate,5.0,13.83333333,6.0,14.83333333,120.0,1.0,10.0,125.0,22.0,8.0,9085.0,4.0,9.0,2.02,11.1,51.0,1.0,0.6,1.0,6.0,6.0,0,1.0,0,0.0
Dropout,7.0,13.32714286,7.0,13.32714286,141.5,0.0,8.0,140.0,19.0,8.0,9500.0,9.0,9.0,1.74,10.8,1.0,37.0,1.4,37.0,8.0,8.0,0,3.0,1,0.0
Dropout,2.0,11.5,4.0,11.0,111.4,0.0,13.0,111.0,19.0,13.0,9238.0,3.0,3.0,-1.7,12.7,17.0,38.0,3.7,19.0,6.0,6.0,0,1.0,0,0.0
Enrolled,6.0,10.375,6.0,11.71428571,136.6,1.0,15.0,132.0,18.0,10.0,9070.0,2.0,2.0,0.79,13.9,1.0,39.0,-0.3,4.0,6.0,6.0,0,1.0,0,0.0
Dropout,10.0,12.72727273,10.5,12.33333333,154.6,1.0,12.0,150.0,19.0,13.0,8378.5,5.0,2.0,3.51,8.9,1.0,3.0,1.4,3.0,10.0,10.0,0,1.0,0,0.0
Dropout,0.0,6.8750000049999995,0.0,7.3999999999999995,111.4,0.0,6.0,118.0,20.0,9.0,9853.0,6.0,9.0,2.02,11.1,18.0,37.0,0.6,19.0,6.0,7.0,0,3.5,1,0.0
Dropout,8.0,11.25,10.5,11.91666667,120.1,0.0,14.0,150.0,34.0,15.0,9991.0,3.0,3.0,1.74,10.8,43.0,19.0,1.4,38.0,10.0,10.0,0,1.0,0,0.0
Graduate,6.0,11.0,6.0,11.83333333,100.0,1.0,7.0,102.5,34.0,9.0,8378.5,7.0,4.0,0.32,7.6,39.0,37.0,2.6,37.0,6.0,6.0,0,2.0,1,0.0
Dropout,3.0,11.66666667,3.0,12.33333333,140.0,0.0,9.0,130.0,30.0,11.0,9500.0,6.0,4.0,0.79,13.9,39.0,1.0,-0.3,1.0,7.0,7.0,0,1.0,1,0.0
Graduate,10.0,14.2,10.0,14.3,130.0,1.0,10.0,130.0,34.0,11.0,9991.0,9.0,9.0,-1.7,12.7,43.0,37.0,3.7,37.0,10.0,10.0,0,1.0,0,0.0
Dropout,5.0,11.832,5.0,11.832,100.0,0.0,11.0,133.1,34.0,11.0,9500.0,7.0,5.0,-3.12,9.4,39.0,37.0,-0.8,37.0,8.0,8.0,0,1.0,0,0.0
Dropout,0.0,6.8750000049999995,2.0,10.0,106.1,1.0,10.0,112.0,20.0,13.0,9147.0,3.0,4.0,-3.12,9.4,1.0,22.0,-0.8,9.0,5.0,5.0,0,1.0,0,0.0
Graduate,5.0,11.6,5.0,12.0,151.4,1.0,6.0,144.0,28.0,5.0,9991.0,9.0,9.0,0.32,7.6,1.0,19.0,2.6,19.0,5.0,5.0,0,1.0,0,0.0
Dropout,0.0,6.8750000049999995,5.0,12.2,113.7,0.0,13.0,120.0,19.0,11.0,9853.0,4.0,9.0,1.79,12.4,18.0,37.0,0.5,19.0,7.0,7.0,0,2.0,1,0.0
Dropout,4.0,11.25,3.0,11.33333333,116.5,1.0,5.0,121.0,23.0,7.0,9670.0,9.0,5.0,0.32,7.6,1.0,37.0,2.6,37.0,5.0,5.0,0,1.0,0,0.0
Dropout,9.0,12.55555556,10.5,13.84615385,120.0,1.0,15.0,120.0,18.0,16.0,8378.5,2.0,2.0,-4.06,15.5,7.0,3.0,2.8,2.0,10.0,10.0,0,1.0,0,0.0
Graduate,7.0,12.41285714,7.0,12.41285714,122.0,1.0,8.0,102.5,24.0,8.0,9500.0,8.0,4.0,1.74,10.8,39.0,19.0,1.4,1.0,8.0,8.0,0,1.0,0,0.0
Enrolled,4.0,12.75,3.0,12.66666667,117.1,1.0,6.0,115.0,21.0,7.0,9670.0,5.0,5.0,0.32,7.6,17.0,19.0,2.6,1.0,5.0,5.0,0,3.5,0,0.0
Graduate,7.0,12.54571429,7.0,12.54571429,120.8,1.0,11.0,123.0,19.0,11.0,9500.0,7.0,7.0,1.74,10.8,1.0,19.0,1.4,19.0,8.0,8.0,0,2.0,0,0.0
Dropout,2.0,14.0,3.0,13.0,141.4,1.0,13.0,134.0,19.0,12.0,9773.0,10.0,9.0,-3.12,9.4,1.0,19.0,-0.8,37.0,6.0,6.0,0,1.0,0,0.0
Dropout,0.0,6.8750000049999995,0.0,7.3999999999999995,110.0,0.0,6.0,123.0,34.0,6.0,9003.0,9.0,9.0,2.02,11.1,39.0,37.0,0.6,37.0,6.0,6.0,0,1.0,1,0.0
Dropout,9.0,13.0,9.0,12.22222222,120.0,0.0,12.0,120.0,34.0,12.0,9991.0,9.0,9.0,-3.12,9.4,43.0,37.0,-0.8,37.0,10.0,10.0,0,1.0,0,0.0
Graduate,5.0,13.0,5.0,13.28571429,120.2,1.0,8.0,131.0,19.0,10.0,9147.0,7.0,3.0,-1.7,12.7,17.0,37.0,3.7,1.0,5.0,5.0,0,1.0,0,0.0
Dropout,1.0,11.0,3.0,11.66666667,138.4,1.0,8.0,133.1,30.0,7.0,9991.0,4.0,9.0,0.32,7.6,39.0,1.0,2.6,37.0,5.0,5.0,0,1.0,0,1.0
Graduate,6.0,12.66666667,6.0,13.55555556,150.0,1.0,7.0,150.0,24.0,9.0,9003.0,9.0,9.0,0.79,13.9,44.0,19.0,-0.3,37.0,6.0,6.0,1,1.0,0,1.0
Graduate,6.0,12.42857143,6.0,13.16666667,121.8,1.0,8.0,134.0,19.0,6.0,9773.0,5.0,9.0,-0.92,16.2,17.0,19.0,0.3,1.0,6.0,6.0,0,3.5,0,1.0
Enrolled,0.0,6.8750000049999995,0.0,7.3999999999999995,140.0,1.0,0.0,140.0,21.0,0.0,8378.5,9.0,9.0,-4.06,15.5,44.0,1.0,2.8,1.0,2.0,2.0,0,1.0,0,1.0
Graduate,5.0,12.2,6.0,11.66666667,116.3,1.0,7.0,117.0,21.0,6.0,9254.0,5.0,5.0,1.74,10.8,1.0,1.0,1.4,1.0,6.0,6.0,1,1.0,0,1.0
Dropout,4.0,12.25,4.0,11.0,131.5,1.0,8.0,143.0,19.0,11.0,9991.0,4.0,4.0,-4.06,15.5,1.0,1.0,2.8,5.0,5.0,5.0,0,2.0,0,1.0
Enrolled,1.0,10.0,6.0,13.0,141.0,1.0,8.0,142.0,18.0,6.0,9070.0,4.0,2.0,1.74,10.8,17.0,1.0,1.4,3.0,6.0,6.0,0,2.0,0,1.0
Graduate,6.0,12.0,6.0,13.66666667,138.0,1.0,6.0,132.0,18.0,6.0,9070.0,7.0,9.0,1.79,12.4,17.0,38.0,0.5,37.0,6.0,6.0,1,1.0,0,1.0
Dropout,5.0,15.2,5.0,14.6,127.5,1.0,5.0,138.0,19.0,6.0,9119.0,4.0,1.0,3.51,8.9,17.0,3.0,1.4,1.0,5.0,5.0,0,3.5,0,1.0
Graduate,7.0,12.51428571,7.0,12.51428571,127.0,1.0,8.0,131.0,19.0,8.0,9500.0,9.0,9.0,-1.7,12.7,1.0,19.0,3.7,1.0,8.0,8.0,1,1.0,0,1.0
Enrolled,3.0,12.66666667,3.0,14.0,118.9,1.0,7.0,123.0,18.0,5.0,9085.0,9.0,2.0,0.32,7.6,17.0,19.0,2.6,3.0,5.0,5.0,0,2.0,0,1.0
Enrolled,5.0,12.6,6.0,13.16666667,134.5,1.0,8.0,131.0,25.0,8.0,9254.0,9.0,9.0,0.32,7.6,1.0,19.0,2.6,37.0,6.0,6.0,0,1.0,0,1.0
Enrolled,3.0,12.33333333,4.0,13.0,133.0,1.0,10.0,141.0,18.0,10.0,9119.0,2.0,9.0,0.32,7.6,17.0,1.0,2.6,37.0,5.0,5.0,0,1.0,0,1.0
Dropout,0.0,6.8750000049999995,1.0,13.0,114.0,0.0,5.0,133.1,29.0,5.0,9147.0,7.0,4.0,3.51,8.9,39.0,19.0,1.4,1.0,5.0,5.0,0,1.0,0,1.0
Dropout,3.0,13.66666667,1.0,10.0,116.7,1.0,8.0,116.0,21.0,10.0,9119.0,5.0,16.5,0.32,7.6,17.0,37.0,2.6,19.0,5.0,5.0,0,1.0,0,1.0
Graduate,6.0,15.33333333,6.0,14.33333333,125.1,1.0,6.0,123.0,18.0,6.0,9773.0,7.0,4.0,2.02,11.1,1.0,1.0,0.6,1.0,6.0,6.0,1,3.0,1,1.0
